Gene_acc,Gene_id,PG.ProteinAccessions,WT.1,WT.2,WT.3,CAS9.1,CAS9.2,CAS9.3,Desc
1259,Tb927.10.840,Tb927.10.840:mRNA-p1,18.25295468616433,18.28364653991184,18.25636837408867,18.242817505107393,18.28211376400554,18.258029696514125,Flagellum attachment zone protein 6
1260,Tb927.10.8410,Tb927.10.8410:mRNA-p1,17.193019048738414,16.880609072802272,16.723628658908172,16.704239706338207,16.73243223967644,16.33555923070781,"hypothetical protein, conserved"
1261,Tb927.10.8420,Tb927.10.8420:mRNA-p1,16.57451846200614,16.830493156762497,16.85987407621341,16.91552529183048,16.61358299500801,16.70079475247898,Phosphatidylinositol 3-kinase tor1
1262,Tb927.10.8430,Tb927.10.8430:mRNA-p1,22.160924534813002,22.01934876857541,21.973924689105445,21.886060927586986,21.993026388595936,21.933300746789783,"40S ribosomal protein S12, putative"
1263,Tb927.10.850,Tb927.10.850:mRNA-p1,15.078235031909992,14.512016312531454,14.428179194668353,14.263375951609964,14.83861208250254,14.176474346837882,"hook complex protein, conserved"
1264,Tb927.10.8540,Tb927.10.8540:mRNA-p1,19.800426377889075,19.755228471615613,19.71213946389763,19.78126595179057,19.630353788659015,19.92267367994649,"chaperone protein DnaJ, putative"
1265,Tb927.10.8570,Tb927.10.8570:mRNA-p1,14.44428507983376,15.174336903250596,14.934309699054644,15.129878366818362,14.289881412511996,15.450091496961571,"hypothetical protein, conserved"
1267,Tb927.10.8590,Tb927.10.8590:mRNA-p1,14.492730689954154,14.11704410715146,14.680308653481502,14.446165925126872,14.514579708155688,14.196402666206707,flagellum transition zone component
1268,Tb927.10.8600,Tb927.10.8600:mRNA-p1,19.36793045807716,19.098574773187707,19.154150125887227,19.606249427498533,19.598670003625845,19.670605900160574,"Vps54-like protein, putative"
1269,Tb927.10.8620,Tb927.10.8620:mRNA-p1,15.911496589507326,15.492369349374435,15.529385632230001,15.494652976370862,15.837837710438942,15.466321463526567,"hypothetical protein, conserved"
1270,Tb927.10.8630,Tb927.10.8630:mRNA-p1,18.331750972861048,18.491646763543976,18.471882067077004,18.63111720363247,18.562471512401306,18.689642189143925,"Sucrase/ferredoxin-like, putative"
1271,Tb927.10.8640,Tb927.10.8640:mRNA-p1,18.246347449492497,18.428878058535762,18.41168372603555,18.55101092655286,18.325367771784673,18.625193684394006,"Galactose oxidase, central domain containing protein, putative"
1272,Tb927.10.8660,Tb927.10.8660:mRNA-p1,16.377073343262435,15.99054451850376,16.002554431318394,16.09327779782548,16.294723102323793,15.899972716282335,"Fis1 C-terminal tetratricopeptide repeat, putative"
1274,Tb927.10.8690,Tb927.10.8690:mRNA-p1,16.095345830792404,15.98836501821701,15.903892507903045,16.167425802778133,16.418515350685364,15.935538178754683,"TIGR00269 family protein, putative"
1275,Tb927.10.870,Tb927.10.870:mRNA-p1,15.045619532811068,14.556969877382725,14.749210141784054,13.463068185624937,15.012956263083321,14.558003617406268,Furrow 1 protein
1276,Tb927.10.8710,Tb927.10.8710:mRNA-p1,14.910383710817001,14.796886036682412,15.062429937783937,14.915254745074355,14.033668997150862,14.697839538757806,centrin-3
1277,Tb927.10.8720,Tb927.10.8720:mRNA-p1,18.90614569552694,19.038382021008516,19.092515856173723,19.015179879264384,19.26945559958518,18.82517425073804,"CCR4-NOT transcription complex subunit 10, putative"
1278,Tb927.10.8730,Tb927.10.8730:mRNA-p1,16.361071121857222,16.502550801379783,16.53318867085629,16.953016848482726,16.89441054341936,17.08197438271721,"ABC1 family, putative"
1279,Tb927.10.8780,Tb927.10.8780:mRNA-p1,19.15741972164465,19.130138470322162,19.109269701875323,19.006946825574424,19.07688832222203,19.090166382708553,"AAA domain containing protein, putative"
1280,Tb927.10.8790,Tb927.10.8790:mRNA-p1,17.46234749697363,17.84114795729439,17.821169242537355,17.72151186195974,17.58600376645248,17.700427652846212,"OTU-like cysteine protease, putative"
1281,Tb927.10.880,Tb927.10.880:mRNA-p1,18.180140292080406,17.84448798034392,17.831831419648086,18.021477504342354,18.08168497149316,17.918295315546555,thymidine kinase
1282,Tb927.10.8820,Tb927.10.8820:mRNA-p1,17.903508344426296,17.781330394875216,17.776237129140235,17.660900432279817,17.520614604479743,17.66274377176004,"hook complex protein, conserved"
1283,Tb927.10.8830,Tb927.10.8830:mRNA-p1,19.083765620078985,18.946400337207603,18.980630336050744,18.88136979273201,18.871745470329223,18.790325426226175,Flagellum attachment zone protein 5
1284,Tb927.10.8850,Tb927.10.8850:mRNA-p1,17.012645167312325,17.3492563882179,17.35715959590883,17.453469341004002,17.089942762215443,17.459697135415585,"A distinct subfamily of CDD/CDA-like deaminases, putative"
1285,Tb927.10.8860,Tb927.10.8860:mRNA-p1,15.772539602896988,16.059431605524953,16.041926800997885,16.039693365131935,15.782765108894441,15.93246249274036,"hypothetical protein, conserved"
1286,Tb927.10.8870,Tb927.10.8870:mRNA-p1,16.570087892932897,16.96999140563824,16.89678720665611,16.74808605320965,16.8118079948543,16.99092324120239,Paraflagellar rod (PFR) assembly factor 1
1287,Tb927.10.8880,Tb927.10.8880:mRNA-p1,16.674224601363743,17.017591731472,17.123040574997688,17.190459350879795,16.857308374329804,17.1677592999291,RNA interference factor 4
1288,Tb927.10.8890,Tb927.10.8890:mRNA-p1,18.180723066542864,18.150068608880986,18.12568872485861,18.032914914713903,18.2507215698472,18.060981835141686,"kinetoplast DNA-associated protein, putative"
1289,Tb927.10.8900,Tb927.10.8900:mRNA-p1,17.294263296183036,16.887241257597402,17.190835029424726,16.891451094605962,16.849419609685448,16.614073550522754,choline/ethanolamine phosphotransferase (CEPT)
1290,Tb927.10.8910,Tb927.10.8910:mRNA-p1,16.591511846116727,16.65221269717647,16.61859475802233,16.57355092455395,16.631511914990238,16.50410612869586,Nucleoporin NUP181
1291,Tb927.10.8920,Tb927.10.8920:mRNA-p1,16.300998897900133,16.30262344608297,16.29052177060347,16.32582614227808,16.409292906742944,16.369283162294536,"ras-like small GTPase, putative"
1292,Tb927.10.8930,Tb927.10.8930:mRNA-p1,20.37786079996191,20.404804398647453,20.419795884639665,20.333733667765777,20.36236364721704,20.33324435831903,"paraflagellar rod component, putative"
1293,Tb927.10.8940,Tb927.10.8940:mRNA-p1,22.586798679720648,22.181044554080177,22.278528578040316,22.05153738811823,22.18233100082766,22.186752176846763,"flagellum targeting protein kharon1, putative"
1294,Tb927.10.8950,Tb927.10.8950:mRNA-p1;Tb927.10.8970:mRNA-p1,19.349544998799225,19.05209552704776,18.919331545348008,18.975391443239122,19.22577243858306,19.020672603134145,kinetoplast-associated protein 4 isoform 2
1295,Tb927.10.8960,Tb927.10.8960:mRNA-p1,18.059899753138,18.062221743038265,18.02389814411554,17.974035973148162,17.918993130918043,17.86682934350474,"hypothetical protein, conserved"
1296,Tb927.10.8980,Tb927.10.8980:mRNA-p1,20.781156972384853,20.89965296059133,21.00971997495637,20.19410019850645,20.392373504412202,20.538755523853276,"hypothetical protein, conserved"
1297,Tb927.10.9000,Tb927.10.9000:mRNA-p1,15.494906476156139,15.449958424370278,15.82057457176009,16.121936111760323,15.701970873869469,15.348324151571605,Mitochondrial processome subunit 2
1298,Tb927.10.9020,Tb927.10.9020:mRNA-p1,17.668852531155324,17.80830631114258,17.739541965818354,17.835497255204505,17.534435641849875,17.895384922855186,"Gcd10p family, putative"
1299,Tb927.10.9040,Tb927.10.9040:mRNA-p1,16.644928522617583,16.77796650479949,15.984652442170955,16.055985877330407,16.459404601473352,16.953222404595333,"hypothetical protein, conserved"
1300,Tb927.10.9050,Tb927.10.9050:mRNA-p1,15.191458533285417,14.577009352697933,14.70765676137976,14.599628791083322,14.890829333598358,14.445573388707245,"pseudouridine synthase TruD, putative"
1301,Tb927.10.9060,Tb927.10.9060:mRNA-p1,14.381726574682997,13.960600688688716,12.891604152296173,14.132234873179423,13.332405799756563,13.750158415595498,"hypothetical protein, conserved"
1302,Tb927.10.9120,Tb927.10.9120:mRNA-p1,16.790647882916616,16.799077627569602,16.791720926821665,16.42484852259772,16.699699208963853,16.455269519216312,"hypothetical protein, conserved"
1303,Tb927.10.9130,Tb927.10.9130:mRNA-p1,15.348361571483242,15.41087610153577,15.516127900677244,15.352270451348184,15.449214905644466,15.223478107731632,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
1304,Tb927.10.9140,Tb927.10.9140:mRNA-p1,16.097589972109542,15.791478302089333,16.152159485990722,15.539686690163832,15.851831566903666,16.93806067517106,"FAD dependent oxidoreductase, putative"
1305,Tb927.10.9150,Tb927.10.9150:mRNA-p1,17.262298189599743,17.264349244463993,17.21290138930147,17.2909626690431,17.182392231592914,17.28692685497781,"hypothetical protein, conserved"
1306,Tb927.10.9160,Tb927.10.9160:mRNA-p1,14.57218082173019,14.45401482809187,14.58060430488344,14.315704879952683,14.615348776102373,14.354840151842183,"Cyclin 12, L-type"
1307,Tb927.10.9190,Tb927.10.9190.1:mRNA-p1,21.05421312964654,20.59932152622776,20.595679196419162,20.822808283077087,21.18019569613297,20.71794255086284,"isoleucyl-tRNA synthetase, putative"
1308,Tb927.10.920,Tb927.10.920:mRNA-p1,16.730917858295232,16.84910019280047,16.793504386505603,16.83255407181662,16.745561391586705,16.662600254774816,"Ribosomal protein L1p/L10e family, putative"
1310,Tb927.10.9240,Tb927.10.9240:mRNA-p1,18.564069691463896,18.427823946478707,18.472555001168214,18.586413190030868,18.481450986895684,18.441378403728226,"Tir chaperone protein (CesT) family, putative"
1311,Tb927.10.9250,Tb927.10.9250:mRNA-p1,20.582910320709235,20.629353284654645,20.59564869593611,20.666068583923522,20.732624453021696,20.58736161194558,"adenylyl cyclase-associated protein, putative"
1312,Tb927.10.9260,Tb927.10.9260:mRNA-p1,18.47950867352554,18.684752686144275,18.695029861735655,18.70090362627989,18.539920925650065,18.484204348074492,"hypothetical protein, conserved"
1314,Tb927.10.9330,Tb927.10.9330:mRNA-p1,18.30948204375866,18.34234532051284,18.33472924462911,18.354585822236448,18.323530358295802,18.275641725686434,"hypothetical protein, conserved"
1315,Tb927.10.9360,Tb927.10.9360:mRNA-p1,18.674975174994213,18.501623164729676,18.449393767981185,18.718286718807907,18.833961146796835,18.970755227768834,"L-2-hydroxyglutarate dehydrogenase, mitochondrial, putative"
1316,Tb927.10.9370,Tb927.10.9370:mRNA-p1,14.384402105490336,14.398250759984167,14.433176878870803,14.45968312915691,14.371876060124103,14.288514233123962,"hypothetical protein, conserved"
1317,Tb927.10.940,Tb927.10.940:mRNA-p1,16.75952261168737,16.67968755103651,16.615624024776352,16.481415139976672,16.646095124089367,16.40135206894501,"hypothetical protein, conserved"
1318,Tb927.10.9400,Tb927.10.9400:mRNA-p1,17.482407438031302,17.680276992956728,17.668083070438065,17.926982082341045,17.509553218836846,17.951201816252702,splicing factor 1
1319,Tb927.10.9410,Tb927.10.9410:mRNA-p1,16.295430964935782,16.830423715727793,16.812765264581127,16.873992240662524,16.484982404693127,16.87669716727137,Selenophosphate synthetase 2
1320,Tb927.10.9420,Tb927.10.9420:mRNA-p1,13.099953553797656,12.481814456376751,12.79834117103296,12.639602255566945,13.143582200160044,12.48365552280852,"mitochondrial chaperone BCS1, putative"
1321,Tb927.10.9430,Tb927.10.9430:mRNA-p1,21.497418194721863,21.50708603375721,21.436998169282298,21.369151078090745,21.52849584244427,21.3769603792043,"phosphoribosylpyrophosphate synthetase, putative"
1322,Tb927.10.9440,Tb927.10.9440:mRNA-p1,18.95403945368249,18.842168466479002,18.754127113016988,18.872333702666996,18.85958227280645,18.87218929786667,NADH dehydrogenase
1323,Tb927.10.9445,Tb927.10.9445:mRNA-p1,16.24906106728864,16.45399398684097,16.337893935353545,16.38369453783228,16.413851148261525,16.482251828560774,hypothetical protein
1324,Tb927.10.9450,Tb927.10.9450:mRNA-p1,18.11687838060276,18.11199701565794,18.11650054805598,18.34031303326297,18.30149424130192,18.381270575089236,"invariant surface glycoprotein, putative"
1325,Tb927.10.9490,Tb927.10.9490:mRNA-p1,15.331976978425669,15.575011858405349,15.565257488724422,15.001121922430805,15.30569425944474,14.739863822033946,expression site-associated gene 3 (ESAG3)-like protein
1326,Tb927.10.9510,Tb927.10.9510:mRNA-p1,15.772578765428031,15.974433583676957,15.921141591811754,15.92666111034145,15.87136101642438,15.94676816316345,hypothetical protein
1327,Tb927.10.9570,Tb927.10.9570:mRNA-p1,20.054070837988107,20.11385755496367,20.023468589950813,20.22508870109748,20.027115139355686,20.297741505000282,"paraflagellar rod component, putative"
1329,Tb927.10.9640,Tb927.10.9640:mRNA-p1,17.74620614657026,18.086259027121535,17.96399918405621,17.88937612232687,17.780092764695485,17.971016267056594,"hypothetical protein, conserved"
1330,Tb927.10.9650,Tb927.10.9650:mRNA-p1,18.777940627617152,18.957143588096837,19.087140691897098,18.87189386656935,18.642465018876685,18.724088711171404,Nucleoporin NUP152
1331,Tb927.10.9660,Tb927.10.9660:mRNA-p1,16.881921637914463,17.02299405378019,16.901986220983144,17.02251478985254,17.155882256514907,16.95011648894167,"Splicing factor CRN, putative"
1333,Tb927.10.9680,Tb927.10.9680:mRNA-p1,16.34304037312207,15.545882766324112,15.548147994238255,15.393701006527959,16.115593314267294,15.463270662424916,"SET domain containing protein, putative"
1334,Tb927.10.970,Tb927.10.970:mRNA-p1,16.90729614248661,17.04549322215001,16.984660090318176,17.081544226132518,16.959315009371366,16.959479164822643,"Tetratricopeptide repeat, putative"
1335,Tb927.10.9700,Tb927.10.9700:mRNA-p1,19.136112326560113,19.04565452457364,18.91577363589645,20.356724505626755,20.818151881670552,20.73745707125464,Flagellum attachment zone protein 22
1336,Tb927.10.9720,Tb927.10.9720:mRNA-p1,16.289092705027414,16.27476331186105,16.36568113731218,15.963776464251591,16.104893040378887,16.23859016798609,RNA-editing-associated protein 1
1337,Tb927.10.9740,Tb927.10.9740:mRNA-p1,19.273912100392362,19.186125728232224,19.20591313656521,19.27560507066867,19.197619860204405,19.225860235947412,Regulatory particle triple-A ATPase subunit 6
1340,Tb927.10.9770,Tb927.10.9770:mRNA-p1,17.046386990575332,16.614654022380595,16.627044210475848,16.77022813825811,16.83535711575634,16.52403804511142,gamma-tubulin complex component 2
1341,Tb927.10.9780,Tb927.10.9780:mRNA-p1,17.31412557548423,17.24414255516931,17.159095873912484,17.235113499769014,17.286733438143003,17.18448948280885,"ATP-dependent DEAD/H RNA helicase, putative"
1343,Tb927.10.9800,Tb927.10.9800:mRNA-p1,19.474205385171153,19.935718098816846,19.920575838448013,20.168746630268984,19.58963331824332,19.963828047313275,60S ribosomal protein L22
1344,Tb927.10.9820,Tb927.10.9820:mRNA-p1,16.819652581223956,17.027950360822306,17.01860380029101,16.79762303832847,16.824468868982816,16.602640424682573,mitochondrial intermediate peptidase
1345,Tb927.10.9830,Tb927.10.9830:mRNA-p1,18.99030430347806,18.952177175446664,19.05469953191771,19.10125326187951,19.087295462072014,18.957989318179635,"Mitochondrial ATP synthase subunit, putative"
1346,Tb927.10.9840,Tb927.10.9840:mRNA-p1,20.128890961165744,20.28614569787853,20.144665088089774,20.433146945352032,20.22425698199652,20.304918467573856,"chaperone protein DnaJ, putative"
1347,Tb927.10.9850,Tb927.10.9850:mRNA-p1,16.629497034474905,16.758122242681335,16.892608868054538,17.230103136226372,16.83895315531157,17.01670713974945,"amino acid transporter, putative"
1348,Tb927.10.9870,Tb927.10.9870:mRNA-p1,18.871389501486885,19.470980527931605,19.30179326319836,19.529832882521998,19.176281977170103,19.711743212474307,Component of motile flagella 12
1349,Tb927.10.9880,Tb927.10.9880:mRNA-p1;Tb927.11.4300:mRNA-p1,23.113075558806656,22.746553889018738,22.65369289691715,22.793710558906078,23.004499094844927,22.73332674036711,"60S ribosomal protein L18, putative"
1350,Tb927.10.9890,Tb927.10.9890:mRNA-p1,19.747852773412657,19.493118578057057,19.57548188869136,19.410327253797345,19.832915986328477,19.357388502773045,"hypothetical protein, conserved"
1351,Tb927.10.9900,Tb927.10.9900:mRNA-p1,17.966172555477,17.79380867392147,17.87600960368782,17.81785278364248,17.878903606910285,17.73921632875309,"ABC1 protein, putative"
1352,Tb927.10.9910,Tb927.10.9910:mRNA-p1,18.903649464457764,19.15786175774484,19.090602859845145,19.152723967776694,19.087750448505837,19.15437297583911,"PSP1 C-terminal conserved region, putative"
1353,Tb927.10.9920,Tb927.10.9920:mRNA-p1,17.061086025773847,16.5370834079802,16.559515847981437,16.320541799228625,16.71523213133796,16.328139239141088,"hypothetical protein, conserved"
1354,Tb927.10.9970,Tb927.10.9970:mRNA-p1,18.69763404496519,18.633162425632893,18.713686259287844,18.52136572678887,18.581236447271028,18.39144761634385,"hypothetical protein, conserved"
1355,Tb927.10.9990,Tb927.10.9990:mRNA-p1,17.454929663159064,17.375279175961747,17.420604314682308,17.609777298556242,17.449230903390227,17.564370483260692,"non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative"
1356,Tb927.11.1000,Tb927.11.1000:mRNA-p1,14.17361156996434,13.260078925796233,13.570168865157463,12.835718906042406,14.030286074969588,13.00244575479278,kinetoplastid kinetochore protein 16
1357,Tb927.11.10000,Tb927.11.10000:mRNA-p1,15.847879342068488,15.886790224896071,15.771804579715388,15.889976422200753,16.176807584841015,15.933582247647085,"Charged multivesicular body protein 3, putative"
1358,Tb927.11.10010,Tb927.11.10010:mRNA-p1,18.40779586859549,18.31915720290442,18.330804753887882,18.49181457170152,18.676347092364647,18.44992304539082,"vacuolar sorting-associated protein-like, putative"
1359,Tb927.11.10020,Tb927.11.10020:mRNA-p1,18.794074909967858,18.433312272518936,18.524498912320837,18.477866077446837,18.604567933134152,18.39735762581009,"short-chain dehydrogenase, putative"
1360,Tb927.11.10025,Tb927.11.10025:mRNA-p1;Tb927.11.10030:mRNA-p1,22.112277228062343,21.66662461150775,21.556184904252596,21.58356601386544,22.061833768402746,21.530952544544217,"60S ribosomal protein L29, putative"
1361,Tb927.11.10040,Tb927.11.10040:mRNA-p1,17.760130085995947,17.756990933760214,17.837658728075,17.84799256876379,17.63529898129477,17.86897633695984,"hypothetical protein, conserved"
1362,Tb927.11.10060,Tb927.11.10060:mRNA-p1,19.360016649522315,18.874842553359414,18.87433190050503,18.838069680881592,19.130890856212076,18.823801230120637,"Biotin--acetyl-CoA-carboxylase ligase, putative"
1363,Tb927.11.10070,Tb927.11.10070:mRNA-p1,19.324500037297135,19.308341807900685,19.332133549186324,19.404531052315864,19.28560047036778,19.325820928103383,"Bromodomain, putative"
1364,Tb927.11.10090,Tb927.11.10090:mRNA-p1,17.970357040924178,18.264790912810888,18.284162140944453,18.14557055381525,18.103671357533834,18.26921045038633,"hypothetical protein, conserved"
1365,Tb927.11.1010,Tb927.11.1010:mRNA-p1,14.059398431742423,14.698590752223762,14.700123235352763,14.372004971463552,13.886272339875497,14.694734822285998,"chaperone protein DnaJ, putative"
1366,Tb927.11.10110,Tb927.11.10110:mRNA-p1,17.505452263685353,17.424830714809982,17.430300935758,17.571804711949948,17.981802337690485,17.58719562873525,"actin-like protein, putative"
1367,Tb927.11.10120,Tb927.11.10120:mRNA-p1,17.618753695945585,17.50521878609524,17.56179881914057,17.683438111897317,17.655691211466664,17.74872026475854,"hypothetical protein, conserved"
1368,Tb927.11.10130,Tb927.11.10130:mRNA-p1,15.709374039112822,15.796026732320966,15.76133199100742,15.670006980165647,15.84182757732446,15.449480420068845,"hypothetical protein, conserved"
1372,Tb927.11.10180,Tb927.11.10180:mRNA-p1,15.725476829664933,15.56284261162686,15.692908953434879,15.803877569596402,15.79244170482132,15.78422665933835,"hypothetical protein, conserved"
1373,Tb927.11.1020,Tb927.11.1020:mRNA-p1,20.099569656922476,20.13860101217635,20.009559046161353,20.137060397125097,20.12043976497573,20.344998010472697,"ribokinase, putative"
1374,Tb927.11.10200,Tb927.11.10200:mRNA-p1,18.777749242416718,18.635533475032723,18.615275577158926,18.741111327448337,18.765194322186264,18.76824470993532,"hypothetical protein, conserved"
1375,Tb927.11.10210,Tb927.11.10210:mRNA-p1,16.508553915750397,16.487649071578648,16.497920769185843,16.452072411105938,16.458633898946676,16.428841136734643,"hypothetical protein, conserved"
1376,Tb927.11.10220,Tb927.11.10220:mRNA-p1,19.307357590159505,18.938821490283853,18.980187527648724,19.00847478615073,19.136173516255752,18.93630185277867,"hypothetical protein, conserved"
1377,Tb927.11.10230,Tb927.11.10230:mRNA-p1,17.61179119119926,17.243420109949888,17.160966837490196,17.447817504779742,17.204196488242694,17.455122496447313,"RNA polymerase-associated protein CDC73, putative"
1378,Tb927.11.10240,Tb927.11.10240:mRNA-p1,20.89401496199005,20.716337405912945,20.672867707944256,20.60508926468751,20.75704812577133,20.552266637705355,ATP-dependent protease subunit HslV
1379,Tb927.11.10260,Tb927.11.10260:mRNA-p1,19.1681776701039,18.87009008565967,18.90152707024955,18.849282534472614,19.054448484692266,18.65880867361103,"Peroxin 3, putative"
1380,Tb927.11.10270,Tb927.11.10270:mRNA-p1,17.313228627120495,17.12688750246015,17.214133659466977,17.15910172686127,17.364531182585697,16.996284608271694,"Golgi SNAP receptor complex member 1, putative"
1381,Tb927.11.10280,Tb927.11.10280:mRNA-p1,13.928767203252384,13.723341286107653,13.256927782075197,13.454080111989384,13.26547512433844,13.413660852482659,"metallo-peptidase, Clan MC, Family M14, putative"
1382,Tb927.11.1030,Tb927.11.1030:mRNA-p1,16.143286046450406,16.222055787448273,16.16639542522014,16.24116489947183,15.991941819960768,16.20855111357176,kinetoplastid kinetochore protein 7
1383,Tb927.11.10300,Tb927.11.10300:mRNA-p1,18.498980644257546,18.257565668538252,18.18248043570136,18.33890173992739,18.674817356373588,18.41947084264253,"hypothetical protein, conserved"
1384,Tb927.11.10320,Tb927.11.10320:mRNA-p1,15.645434154753113,15.291379121199641,16.735028423070382,15.433393400724182,15.695155742452005,15.434350929167362,"TatD related DNase, putative"
1385,Tb927.11.10330,Tb927.11.10330:mRNA-p1,18.084553118897073,18.131872970541277,18.09411345510227,18.019340114283146,18.137891870842076,17.941999863838447,regulator of chromosome condensation 1-like protein
1386,Tb927.11.10340,Tb927.11.10340:mRNA-p1,17.287369276017255,17.210788448623266,17.205596398110554,17.13570865993454,17.235482258463303,17.11181097293356,"Serine/threonine-protein phosphatase PGAM5, mitochondrial, putative"
1387,Tb927.11.10350,Tb927.11.10350:mRNA-p1,14.543573977365373,14.109407130677546,14.154730514723724,14.174856973497988,14.536373037109625,14.105204535145308,"hypothetical protein, conserved"
1388,Tb927.11.10370,Tb927.11.10370:mRNA-p1,17.01116872147379,17.412693105783003,17.59199033810492,17.396962966879226,16.68722306073465,17.394613152418,glycosyl hydrolase-like protein
1389,Tb927.11.10380,Tb927.11.10380:mRNA-p1,17.922100630906485,17.549031861724835,17.3574762967077,17.546042145420174,17.71014839213494,17.65098444353954,"hypothetical protein, conserved"
1390,Tb927.11.1040,Tb927.11.1040:mRNA-p1,15.707633488265403,15.660186792871734,15.531109415952384,15.745664887662844,15.674418262170976,15.605546659939128,TFIIF-like transcription factor subunit 1
1391,Tb927.11.10410,Tb927.11.10410:mRNA-p1,16.31650141106278,16.24679886588789,16.262403435511434,16.275256090993928,16.034887770438733,16.172582550572685,"Cornichon protein, putative"
1392,Tb927.11.10420,Tb927.11.10420:mRNA-p1,15.946300913511346,15.68394241804929,15.6552377586573,15.712987038686752,15.954951416161395,15.590295102245499,"DNA-directed RNA polymerase I subunit, putative"
1393,Tb927.11.10430,Tb927.11.10430:mRNA-p1,18.435496937709974,18.45213778295765,18.466166599131615,18.432784636838356,18.425631847726898,18.435664030308303,"hypothetical protein, conserved"
1394,Tb927.11.10450,Tb927.11.10450:mRNA-p1,18.8666610903641,19.0012251999586,18.995801044369063,18.939018762873665,18.93748706154357,18.885930175169957,"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase, putative"
1396,Tb927.11.10480,Tb927.11.10480:mRNA-p1,17.162805113095427,16.564712025744793,16.947611702694992,17.139756799709943,17.007782682968678,16.875405525279614,"PQQ-like domain/WD domain, G-beta repeat/Utp21 specific WD40 associated putative domain containing protein, putative"
1397,Tb927.11.1050,Tb927.11.1050:mRNA-p1,16.31001263402641,16.017312731509037,15.853652501220287,15.8292314780765,16.304544758370966,15.920905524855788,"ribosome production factor 1, putative"
1398,Tb927.11.10510,Tb927.11.10510:mRNA-p1,19.59632046770309,19.337002116718963,19.31581942736676,19.001787511740165,19.116595887936,18.868342079959174,"ubiquinone biosynthesis methyltransferase, putative"
1399,Tb927.11.10520,Tb927.11.10520:mRNA-p1,17.66834854883345,17.575782041562594,17.558041933117256,17.606633945831224,17.657613063369777,17.67253001153685,kinetoplastid kinetochore protein 2
1400,Tb927.11.10540,Tb927.11.10540:mRNA-p1,19.902038864856486,20.085706497425413,20.01793539477124,20.041390115664168,19.37169343815984,19.925920557829638,"hypothetical protein, conserved"
1401,Tb927.11.10550,Tb927.11.10550:mRNA-p1,15.841826329904103,15.385109853055779,15.509817521397643,15.35020906980345,15.756512752397757,15.17732189844127,"hypothetical protein, conserved"
1402,Tb927.11.10560,Tb927.11.10560:mRNA-p1,19.90066231403214,20.36294535404388,20.36258798457847,20.32899109682657,19.901978489902916,20.46535989019286,eukaryotic translation initiation factor 4 gamma 4
1403,Tb927.11.10570,Tb927.11.10570:mRNA-p1,16.000086160735183,15.911494852303862,15.946119005746318,15.936708021985455,15.964480479961576,15.980851863575769,"LSU ribosomal protein, mitochondrial, putative"
1404,Tb927.11.10580,Tb927.11.10580:mRNA-p1,15.99671647108521,15.82023604126248,15.776869125512086,15.885759667384066,15.98257177079214,15.700960440540278,"COG (conserved oligomeric Golgi) complex component, COG2/Domain of unknown function (DUF3510), putative"
1405,Tb927.11.10620,Tb927.11.10620:mRNA-p1,17.26100363927763,17.428308795654317,17.618716959207717,17.450511155463875,17.34664831189872,17.753712037956493,"hypothetical protein, conserved"
1406,Tb927.11.10640,Tb927.11.10640:mRNA-p1,18.132873082079165,18.15210810222996,18.056313900522944,18.382994536034367,17.88199965582346,18.298287199187026,"DNA-(apurinic or apyrimidinic site) lyase, putative"
1407,Tb927.11.10650,Tb927.11.10650:mRNA-p1,17.007557724975225,16.744462685678002,16.890533149467306,16.828890519389102,17.079812227063762,17.043413339019835,Adaptor protein complex AP-3 subunit beta-3
1408,Tb927.11.10660,Tb927.11.10660:mRNA-p1,17.8055984508973,18.004745786204705,17.967212623863297,18.02161271216094,17.694269669983264,17.916495086327014,Basal body protein
1409,Tb927.11.10690,Tb927.11.10690:mRNA-p1,20.603326156725537,20.393817903346193,20.444657022312487,20.541627684970035,20.65486554352276,20.33720157152081,"hypothetical protein, conserved"
1410,Tb927.11.1070,Tb927.11.1070:mRNA-p1,18.919273344809696,18.800945308795285,18.75328735479898,18.87083586922555,18.905613781916934,18.866146117603712,"glycosomal transporter (GAT3), putative"
1411,Tb927.11.10700,Tb927.11.10700:mRNA-p1,16.845443151260927,16.73860183758306,16.736968345885995,16.83619350977622,16.647043783180415,16.733120445939416,"glucosidase II beta subunit-like protein, putative"
1412,Tb927.11.10730,Tb927.11.10730:mRNA-p1,16.626778594688428,16.347974491919764,16.49696711723903,16.515787770427625,16.6067643921941,16.230505280575116,"SWI/SNF-related helicase, putative"
1413,Tb927.11.10740,Tb927.11.10740:mRNA-p1,17.32628189809956,17.438251113134125,17.045334068303028,17.109621059906797,17.444816108078065,17.324497565155944,"vacuolar sorting-associated protein-like, putative"
1414,Tb927.11.10750,Tb927.11.10750:mRNA-p1,18.040743890173403,17.2379441258761,17.169375163690063,17.443880042576815,17.366451089161092,17.520202021985014,"pre-mRNA-splicing factor CWC22, putative"
1415,Tb927.11.10760,Tb927.11.10760:mRNA-p1,19.615809440037037,19.496854630516953,19.418013811514953,19.58978645134275,19.70083443047166,19.498370818157156,kinesin-D
